3500,27.19.000000
6300,41.48.000000
900,12.31.000000
800,12.2.000000
600,10.42.000000
500,17.35.000000
1100,25.58.000000
3200,34.15.000000
6300,61.7.000000
0,0.7.000000
3200,28.8.000000
0,2.56.000000
3500,26.50.000000
0,0.1.000000
500,3.10.000000
0,0.0.000000
0,0.0.000000
0,0.0.000000
0,0.0.000000
0,0.0.000000
0,0.0.000000
0,0.0.000000
3600,25.7.000000
3500,26.44.000000
0,0.0.000000
3500,24.44.000000
0,0.0.000000
